|Sociedad CO|Equipo|Denominación|Perfil catálogo|Ubicac.técnica|Indicador ABC|Área de empresa|Pto.tbjo.resp.|Clase de aviso|Aviso|Descripción|Creado el|Inicio deseado|Fin deseado|Prioridad|Fecha de cierre|Status usuario|Status sistema|Autor del aviso|descripcion|descripcion2
445|ISA|2009378|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R10MC-REACT|C|NOR|38B60001|N4|5510380|Garantia Cambiar indicador nivel fase RV|2020-05-30|2021-03-30|2021-03-30|4.0|2021-03-31|INIC ENPT|MECE ORAS|2545|garantia cambiar indicador nivel fase rv|garantia cambiar indicador nivel fase rv
446|ISA|112245|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5510509|Revisar proteciones Mecanicas|2020-05-31|2021-02-04|2021-02-04|4.0|2021-02-10|INIC ENPT|MECE ORAS|JMEDINA|revisar proteciones mecanicas|revisar proteciones mecanicas
447|ISA|112246|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5510504|Revisar rele Buchholtz fase C|2020-05-31|2021-02-03|2021-02-03|4.0|2021-02-10|INIC ENPT|MECE ORAS|JMEDINA|revisar rele buchholtz fase c|revisar rele buchholtz fase c
448|ISA|123172|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5510505|Revisar rele Presion Subita Fase B|2020-05-31|2021-02-03|2021-02-03|4.0|2021-02-10|INIC ENPT|MECE ORAS|JCMEDINA|revisar rele presion subita fase b|alivio presion
449|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N2|5511044|Cambiar silica ATR 1 fase A|2020-06-04|2020-07-01|2020-09-13|8.0|2020-11-24|INIC SCOR|MECE ORAS PÁG.|IAGUIRRE|cambiar silica atr 1 fase a|cambiar silica
450|ISA|201117|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N2|5511046|Cambiar silica ATR 1 fase B|2020-06-04|2020-07-01|2020-09-13|8.0|2020-11-24|INIC SCOR|MECE ORAS PÁG.|IAGUIRRE|cambiar silica atr 1 fase b|cambiar silica
451|ISA|111566|Reactor línea monofásico 500 kV-A|S-REATAM|CHIN500R12MC-REACT|C|NOR|38B60001|N4|5512847|Realizar Megger Protecciones Mecanicas|2020-06-19|2020-07-26|2020-07-26|4.0|2020-07-28|INIC ENPT|MECE ORAS|JEAMAYA|realizar megger protecciones mecanicas|cambiar protecciones mecanicas
452|ISA|111989|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R23MC-REACT|C|NOR|38B60001|N4|5512844|Realizar Megger Protecciones Mecanicas|2020-06-19|2020-09-03|2020-09-03|3.0|2020-09-24|INIC ENPT|MECE ORAS|JEAMAYA|realizar megger protecciones mecanicas|cambiar protecciones mecanicas
453|ISA|115058|Autotrafo Monofásico 500/230 kV-C|S-TRATAM|SCAR500ATR-1-AUTOT|C|NOR|38B60001|N4|5512823|Realizar Megger Protecciones Mecanicas|2020-06-19|2021-07-21|2021-07-23|5.0||INIC ENPT|METR ORAS|JEAMAYA|realizar megger protecciones mecanicas|cambiar protecciones mecanicas
454|ISA|115104|Reactor línea monofásico 500 kV-RV|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5512818|Realizar Megger Proteccones Mecanicas|2020-06-19|2021-06-10|2021-06-10|5.0|2021-06-21|INIC ENPT|MECE ORAS|JEAMAYA|realizar megger proteccones mecanicas|realizar megger proteccones mecanicas
455|ISA|2009685|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N4|5512852|Realizar Megger Protecciones Mecanicas|2020-06-19|2020-08-02|2020-08-02|4.0|2020-08-03|INIC ENPT|MECE ORAS|JEAMAYA|realizar megger protecciones mecanicas|cambiar protecciones mecanicas
456|ISA|111988|Reactor línea monofásico 500 kV-RV|1-REAAMO|CERR500R21MC-REACT|C|NOR|38B60001|N4|5515651|Cambiar rele Buchholz|2020-07-10|2021-09-11|2021-09-11|4.0||INIC ENPT|METR ORAS PÁG.|J.MEDINA|cambiar rele buchholz|cambiar rele
457|ISA|112135|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5516871|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2021-02-05|2021-02-05|5.0|2021-02-09|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
458|ISA|112136|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5516872|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2021-02-05|2021-02-05|5.0|2021-02-09|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
459|ISA|119040|Autotrafo Monofásico 500/230 kV-B|S-TRATAM|CERR500ATR-3-AUTOT|C|NOR|38B60001|N4|5516855|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2022-06-04|2022-06-05|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
460|ISA|123183|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5516873|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2021-02-05|2021-02-05|5.0|2021-02-09|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
461|ISA|201438|Autotrafo Monofásico 500/110 kV-C|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5516849|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2023-03-19|2023-03-19|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
462|ISA|201582|Autotrafo Monofásico 500/110 kV-B|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5516847|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2023-03-19|2023-03-19|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
463|ISA|201585|Autotrafo Monofásico 500/110 kV-A|S-TRATAM|CERR500ATR-1-AUTOT|B|NOR|38B60001|N4|5516699|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2023-03-19|2023-03-19|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
464|ISA|2009377|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R10MC-REACT|C|NOR|38B60001|N4|5516869|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2022-08-02|2022-08-02|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
465|ISA|2009378|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R10MC-REACT|C|NOR|38B60001|N4|5516870|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-15|2022-08-02|2022-08-02|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
466|ISA|111566|Reactor línea monofásico 500 kV-A|1-REAAMO|CHIN500R12MC-REACT|C|NOR|38B60001|N4|5516925|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-05-18|2021-05-20|5.0|2021-05-21|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
467|ISA|111689|Reactor línea monofásico 500 kV-A|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N4|5516928|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2023-05-11|2023-05-11|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
468|ISA|111690|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N4|5516930|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2023-05-11|2023-05-11|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
469|ISA|111691|Reactor línea monofásico 500 kV-B|S-REATAM|CHIN500R22MC-REACT|C|NOR|38B60001|N4|5516929|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2023-05-11|2023-05-11|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
470|ISA|111966|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R11MC-REACT|C|NOR|38B60001|N4|5516924|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2022-08-07|2022-08-27|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
471|ISA|111988|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5516887|Aplicar Sikaflex Protecciones Mecánic RV|2020-07-16|2023-03-18|2023-03-18|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex protecciones mecanic rv|sikaflex
472|ISA|111989|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R23MC-REACT|C|NOR|38B60001|N4|5517262|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-08-15|2021-08-16|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
473|ISA|112245|Reactor línea monofásico 500 kV-RV|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5516885|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-04|2021-02-04|5.0|2021-02-10|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
474|ISA|112246|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5516884|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-03|2021-02-03|5.0|2021-02-10|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
475|ISA|117258|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5516889|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2023-03-17|2023-03-17|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
476|ISA|117259|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R21MC-REACT|C|NOR|38B60001|N4|5516890|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2023-03-17|2023-03-17|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
477|ISA|123172|Reactor línea monofásico 500 kV-B|S-REATAM|CERR500R13MC-REACT|C|NOR|38B60001|N4|5516886|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-03|2021-02-04|5.0|2021-02-09|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
478|ISA|133034|Reactor línea monofásico 500 kV-A|S-REATAM|OCAN500R19MC-REACT|C|ORI|38B90001|N4|5517280|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-13|2021-02-13|5.0|2021-03-06|INIC|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
479|ISA|2000236|Reactor línea monofásico 500 kV-RV|S-REATAM|PORC500R11MC-REACT|C|NOR|38B60001|N4|5517264|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-01-20|2021-01-20|5.0|2021-02-03|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
480|ISA|2009683|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N4|5516896|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-06|2021-02-06|5.0|2021-02-10|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
481|ISA|2009685|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N4|5516898|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-16|2021-02-06|2021-02-06|5.0|2021-02-10|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
482|ISA|109355|Reactor línea monofásico 500 kV-A|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5517599|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-06-09|2021-06-10|5.0|2021-06-18|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
483|ISA|109356|Reactor línea monofásico 500 kV-B|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5517600|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-06-09|2021-06-10|5.0|2021-06-18|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
484|ISA|109357|Reactor línea monofásico 500 kV-C|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5517601|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-06-09|2021-06-10|5.0|2021-06-18|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
485|ISA|111073|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|5517579|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-08-29|2020-08-29|5.0|2020-09-02|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
486|ISA|111105|Autotrafo Monofásico 500/220 kV-C|S-TRATAM|SABA500ATR-1-AUTOT|C|NOR|38C10001|N4|5517572|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-12-19|2020-12-20|5.0|2020-12-29|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
487|ISA|115104|Reactor línea monofásico 500 kV-RV|S-REATAM|SCAR500R21MC-REACT|C|NOR|38B60001|N4|5517603|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-06-09|2021-06-10|5.0|2021-06-24|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
488|ISA|117272|Reactor línea monofásico 500 kV-RV|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|5517583|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-08-29|2020-08-29|5.0|2020-11-04|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
489|ISA|117273|Reactor línea monofásico 500 kV-B|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|5517582|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-08-29|2020-08-29|5.0|2020-09-02|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
490|ISA|117274|Reactor línea monofásico 500 kV-A|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N4|5517581|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-08-30|2020-08-30|5.0|2020-09-02|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
491|ISA|118423|Reactor línea monofásico 500 kV-C|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N4|5517586|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-12-16|2020-12-17|5.0|2020-12-29|CPRO ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
492|ISA|118424|Reactor línea monofásico 500 kV-B|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N4|5517585|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-12-16|2020-12-17|5.0|2020-12-29|CPRO ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
493|ISA|118425|Reactor línea monofásico 500 kV-A|S-REATAM|SABA500R22MC-REACT|C|NOR|38C10001|N4|5517584|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-12-16|2020-12-17|5.0|2020-12-29|CPRO ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
494|ISA|132503|Reactor línea monofásico 500 kV-B|1-REAAMO|PRIM500R16MC-REACT|C|ORI|38B90001|N4|5517553|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-03-08|2021-03-08|5.0|2021-04-06|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
495|ISA|200203|Transformador Trifásico 230/34.5 kV|S-TRATAT|SAMO230TRF-1-TRAFO|A|ORI|38B90001|N4|5517685|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-10-28|2020-10-30|5.0|2020-11-08|INIC|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
496|ISA|200548|Autotrafo Trifásico 230/115 kV-RV|1-TRAATR|ESME230ATRR1-AUTOT|B|SUR|38B70001|N4|5517649|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-07-20|2021-04-24|5.0|2021-05-01|INIC|MECE|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
497|ISA|200597|Autotrafo Trifásico 230/115 kV|S-TRATAT|ESME230ATR-2-AUTOT|C|SUR|38B70001|N4|5517653|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2020-09-19|2020-09-19|5.0|2020-10-04|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
498|ISA|201114|Autotrafo Monofásico 230/115 kV-A|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N4|5517663|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2022-06-25|2022-06-26|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
499|ISA|201117|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LREF230ATR-1-AUTOT|C|CEN|38B80001|N4|5517662|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2022-06-25|2022-06-26|5.0||INIC ENPT|METR ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
500|ISA|201232|Autotrafo Monofásico 230/115 kV-A|S-TRATAM|TORC230ATR-2-AUTOT|C|CEN|38B80001|N4|5517620|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2022-02-02|2023-07-05|5.0||INIC|MEAB|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
501|ISA|2000233|Reactor linea monofasico 500 kV-A|S-REATAM|PORC500R11MC-REACT|C|NOR|38B60001|N4|5517540|Aplicar Sikaflex 1a Protecciones Mecánic|2020-07-20|2021-01-20|2021-01-20|5.0|2021-02-03|INIC ENPT|MECE ORAS|JEAMAYA|aplicar sikaflex 1a protecciones mecanic|sikaflex
502|ISA|117274|Reactor línea monofásico 500 kV-A|S-REATAM|SABA500R21MC-REACT|C|NOR|38C10001|N2|5517765|Corregir fuga Aceite valvulas Radiador|2020-07-21|2020-08-30|2020-08-30||2020-09-02|INIC ENPT|MECE ORAS|JJZAPATA|corregir fuga aceite valvulas radiador|fuga aceite
503|ISA|123183|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5518834|Revisar aislamiento Buchholz|2020-07-26|2020-09-01|2020-09-01|4.0|2020-10-01|INIC ENPT|MECE ORAS|CACASTRO|revisar aislamiento buchholz|revisar aislamiento buchholz
504|ISA|123183|Reactor línea monofásico 500 kV-A|S-REATAM|CERR500R12MC-REACT|C|NOR|38B60001|N4|5519665|Seguimiento DGA Alarma Buchholz|2020-07-30|2020-07-30|2020-08-08|2.0|2020-08-10|INIC LABO|MECE ORAS|JEAMAYA|seguimiento dga alarma buchholz|seguimiento dga alarma buchholz
505|ISA|2009685|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N2|5519688|Revisar disparo alivio presión erróneo|2020-07-31|2021-02-06|2021-02-06|4.0|2021-02-10|INIC ENPT|MECE ORAS|CACASTRO|revisar disparo alivio presion erroneo|alivio presion
506|ISA|2009685|Reactor línea monofásico 500 kV-C|S-REATAM|CERR500R23MC-REACT|C|NOR|38B60001|N2|5519817|garant Conectar disparo y alarma presión|2020-08-03|2021-02-06|2021-02-06|4.0|2021-02-06|INIC ENPT|MECE ORAS|CACASTRO|garant conectar disparo y alarma presion|garant conectar disparo y alarma presion
507|ISA|111989|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R23MC-REACT|C|NOR|38B60001|N4|5526033|Revisión y conexión disparo Pres. súbita|2020-09-21|2021-08-15|2021-08-16|4.0||INIC ENPT|METR ORAS|JJANCO|revision y conexion disparo pres. subita|revision y conexion disparo pres. subita
508|ISA|111989|Reactor línea monofásico 500 kV-C|S-REATAM|CHIN500R23MC-REACT|C|NOR|38B60001|N4|5526031|Cambio de relé de presión súbita|2020-09-21|2021-08-15|2021-08-16|4.0||INIC COND ENPT|METR ORAS|JJANCO|cambio de rele de presion subita|alivio presion
509|ISA|118435|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R22MC-REACT|B|SUR|38B70001|N4|5527815|Cambiar sílica gel|2020-10-22|2020-10-15|2020-10-15||2020-10-22|INIC|MECE|LLOPEZ|cambiar silica gel|cambiar silica
510|ISA|123181|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R23MC-REACT|B|SUR|38B70001|N4|5527817|Cambiar sílica gel|2020-10-22|2020-10-14|2020-10-14||2020-10-22|INIC|MECE|LLOPEZ|cambiar silica gel|cambiar silica
511|ISA|123181|Reactor línea monofásico 500 kV-RV|S-REATAM|LVIR500R23MC-REACT|B|SUR|38B70001|N4|5527802|cambiar Relé Buchholz|2020-10-22|2021-09-13|2021-09-14|4.0||INIC ENPT|METR ORAS|LLOPEZ|cambiar rele buchholz|cambiar rele
512|ISA|202718|Autotrafo Monofásico 230/115 kV-B|S-TRATAM|LHER230ATR-1-AUTOT|B|SUR|38B70001|N4|5527847|Actualizar información de aislamiento|2020-10-22|2020-09-04|2020-09-04|2.0|2020-12-23|INIC|MECE ORAS|ECANTOR|actualizar informacion de aislamiento|actualizar informacion de aislamiento
513|ISA|118425|Reactor línea monofásico 500 kV-A|1-REAAMO|SABA500R22MC-REACT|C|NOR|38C10001|N4|5527957|Cambiar regenerador de silica gel|2020-10-25|2021-05-19|2021-05-19|4.0|2021-05-21|INIC ENPT|MECE ORAS|ACOT|cambiar regenerador de silica gel|cambiar silica
514|ISA|117272|Reactor línea monofásico 500 kV-RV|1-REAAMO|SABA500R21MC-REACT|C|NOR|38C10001|N2|5530232|Corregir Fuga de Aceite Val Bucholz|2020-11-20|2022-04-01|2022-04-30|3.0||INIC ENPT|METR ORAS|ACOT|corregir fuga de aceite val bucholz|fuga aceite
515|ISA|118423|Reactor línea monofásico 500 kV-C|1-REAAMO|SABA500R22MC-REACT|C|NOR|38C10001|N2|5530230|Cambiar regenerador de silica gel|2020-11-20|2021-03-04|2021-03-04|4.0|2021-03-04|INIC ENPT|MECE ORAS|ACOT|cambiar regenerador de silica gel|cambiar silica
516|ISA|118424|Reactor línea monofásico 500 kV-B|U-REACTO|SABA500R22MC-REACT|C|NOR|38C10001|N2|5530231|Cambiar regenerador de silica gel|2020-11-20|2021-03-04|2021-03-04|4.0|2021-03-04|INIC ENPT|MECE ORAS|ACOT|cambiar regenerador de silica gel|cambiar silica
517|TRAN|810550|Tebsa 20 MVA 110/34.5 kV Reserva|S-TRATAT|TBS_110TRRES|B|TBS|38C10001|N4|5530371|Cambiar silica gel T-TBS-04 RESERVA|2020-11-22|2020-11-22|2021-11-22||2020-12-02|INIC|MECE ORAS|FPION|cambiar silica gel t-tbs-04 reserva|cambiar silica
518|TRAN|810550|Tebsa 20 MVA 110/34.5 kV Reserva|S-TRATAT|TBS_110TRRES|B|TBS|38C10001|N4|5530374|Cambiar deposito silica T-TBS04 Reserva|2020-11-22|2022-01-01|2022-01-04|3.0||INIC ENPT|METR ORAS|FPION|cambiar deposito silica t-tbs04 reserva|cambiar deposito silica t-tbs04 reserva
519|ISA|111073|Reactor línea monofásico 500 kV-C|1-REAAMO|SABA500R21MC-REACT|C|NOR|38C10001|N2|968187|Cambiar regenerador de silica gel|2020-12-22|2021-05-19|2021-05-19|3.0|2021-05-21|INIC ENPT|MECE ORAS|ACOT|cambiar regenerador de silica gel|cambiar silica
520|ISA|2011679|Reactor línea monofásico 500 kV-B|1-REAAMO|PORC500R23MC-REACT|C|NOR|38B60001|N2|970707|Garantía cambiar relé Buchholz|2021-01-29|2021-01-26|2021-01-26||2021-01-29|INIC|MECE ORAS|SPRADA|garantia cambiar rele buchholz|cambiar rele
521|ISA|118424|Reactor línea monofásico 500 kV-B|1-REAAMO|SABA500R22MC-REACT|C|NOR|38C10001|N2|972573|Corregir Fuga de Aceite Tuberia Bucholz|2021-02-18|2021-10-30|2021-11-01|3.0||INIC ENPT|METR ORAS|ACOT|corregir fuga de aceite tuberia bucholz|fuga aceite
522|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|1-TRAATR|TGJ_220TRA01|C|TGJ|38C10001|N2|975167|Cambiar aspa motoventildor #36 T-TGJ01|2021-03-15|2021-04-07|2021-04-14|1.0|2021-05-05|INIC ENPT|MECE ORAS|NMAZA|cambiar aspa motoventildor #36 t-tgj01|cambiar aspa motoventildor #36 t-tgj01
523|TRAN|2000407|Guajira G1 200 MVA 220/13.8 kV|1-TRAATR|TGJ_220TRA01|C|TGJ|38C10001|N2|975166|Cambiar aspa motoventildor #16 T-TGJ01|2021-03-15|2021-03-17|2021-03-19|1.0|2021-05-05|INIC ENPT|MECE ORAS|NMAZA|cambiar aspa motoventildor #16 t-tgj01|cambiar aspa motoventildor #16 t-tgj01
524|ISA|112137|Reactor línea monofásico 500 kV-RV|1-REAAMO|BOLI500R18MC-REACT|C|NOR|38C30001|N2|977691|Cambiar Protec Mecanicas|2021-04-05|2022-04-06|2022-04-30|4.0||INIC COND ENPT RSRP|METR ORAS|JGAMEZ|cambiar protec mecanicas|cambiar protec mecanicas
525|ISA|111988|Reactor línea monofásico 500 kV-RV|1-REAAMO|CERR500R21MC-REACT|C|NOR|38B60001|N2|978899|Cambiar rele Buchholz|2021-04-16|2021-09-11|2021-09-11|4.0||INIC COND ENPT|METR ORAS|J.MEDINA|cambiar rele buchholz|cambiar rele
526|ISA|111989|Reactor línea monofásico 500 kV-C|1-REAAMO|CHIN500R23MC-REACT|C|NOR|38B60001|N2|979049|Cambio de relé de presión súbita|2021-04-17|2021-04-28|2021-04-28|4.0|2021-04-28|INIC COND|MECE|JJANCO|cambio de rele de presion subita|alivio presion
