;Equipo;Descripción;DGA;DGA-T.ACE;DGA-T.PAP;DGA-DP;DGA-ARC;OIL.TAP;ADIT.OIL;ADIT.OIL-DBPC;ADIT.OIL-BTZ;OIL.CORR;OIL;OIL-DIE;OIL-FQ;BUJ;INSP;INSP-ENF;INSP-PRO.M;INSP-M.OLTC;INSP-CUB;INSP-GAB;INSP-BUJ.TER;HUM.PAP;HUM.PAP-DELTA;HUM.PAP-T.M;HUM.PAP-T.TRF;HUM.PAP-FECHA;HUM.PAP-DIAG;HUM.PAP-WHRT;HUM;HUM-DELTA;HUM-T.M;HUM-T.TRF;HUM-FECHA;HUM-DIAG;FUR;FUR-2FAL;FUR-TOT;FUR-RAT;FUR-REL;FUR-MAX;PF.DEV;PF.DEV-GND;PF.DEV-BARR;PF.DEV-PRESB;SFRA;SFRA-RAD;SFRA-AXI;SFRA-BULK;SFRA-CORE;SFRA-IMP;SFRA-CONT;SFRA-SELF;SFRA-IMG;SFRA-NO.DIAG
510;109357;revisar/cambiar motoventilador;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
511;111690;revisar/cambiar motoventilador;2;;2;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
512;111690;revisar/cambiar motoventilador;2;;2;;;;;;;2;2;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
513;203791;revisar/cambiar motoventilador;;;;;;;;;;;;;;2;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
514;2005671;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
515;116142;revisar/cambiar motoventilador;2;;2;;;;;;;;;;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
516;201446;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
517;809578;revisar/cambiar motoventilador;;;;;;9;;;;;2;2;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
518;808998;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
519;111689;revisar/cambiar motoventilador;;;;;;;;;;;;;;8;2;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
520;111691;revisar/cambiar motoventilador;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
521;111434;revisar/cambiar motoventilador;;;;;;;;;;;2;2;;;3;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
522;119234;revisar/cambiar motoventilador;3;;3;;;9;;;;;9;;;;2;2;9;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
523;119234;otro;3;;3;;;9;;;;;9;;;;2;2;9;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
524;109357;revisar/cambiar motoventilador;;;;;;;;;;2;2;;;8;5;9;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
525;119233;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
526;201439;revisar/cambiar motoventilador;;;;;;;;;;;2;2;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
527;201440;revisar/cambiar motoventilador;1;;1;;1;;;;;;;;;;5;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
528;2005480;otro;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
529;2005482;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;;;;6;;;;;3;;6;;;;;3;;;;;;;;;;;;;;;;;;;;
530;118487;revisar/cambiar motoventilador;3;;3;;;1;;;;;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
531;201440;revisar/cambiar motoventilador;1;;1;;1;;;;;;;;;;3;3;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
532;111566;revisar/cambiar motoventilador;;;;;;;;;;2;2;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
533;116142;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
534;810450;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
535;119234;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;;2;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
536;2005671;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
537;808998;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
538;2005670;revisar/cambiar motoventilador;;;;;;;;;;;;;;3;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
539;2005671;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
540;808998;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
541;808998;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
542;810054;otro;2;;;;2;9;;;;;8;8;8;2;2;;2;;8;;;8;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
543;201446;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
544;201445;otro;;;;;;;;;;;;;;;2;2;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
545;201120;revisar/cambiar motoventilador;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
546;2005480;revisar/cambiar motoventilador;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
547;116137;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;2;3;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
548;2005671;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
549;201438;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;;2;;;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
550;808069;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;2;2;;2;;3;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
551;2005482;revisar/cambiar motoventilador;;;;;;3;;;;;3;;;;2;2;;;;;;6;;;;;3;;6;;;;;3;;;;;;;;;;;;;;;;;;;;
552;2005670;revisar/cambiar motoventilador;;;;;;;;;;;;;;3;2;2;;;9;;;3;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;
553;111566;revisar/cambiar motoventilador;;;;;;;;;;;2;2;;8;3;;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
554;111691;revisar/cambiar motoventilador;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
555;119233;revisar/cambiar motoventilador;;;;;;9;;;;;9;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
556;2005480;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
557;2005480;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
558;112113;revisar/cambiar motoventilador;;;;;;;;;;2;2;2;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
559;111689;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
560;201445;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
561;111566;revisar/cambiar motoventilador;;;;;;;;;;;2;2;;8;3;;;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
562;808069;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;2;2;;2;;3;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
563;808069;revisar/cambiar motoventilador;3;;3;;;;;;;;;;;2;2;;2;;3;;;6;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;
564;201445;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;;2;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
565;111691;revisar/cambiar motoventilador;2;;2;;;;;;;;;;;8;5;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
566;2005480;revisar/cambiar motoventilador;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
567;109357;revisar/cambiar motoventilador;;;;;;;;;;;;;;8;2;2;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
568;136773;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;2;2;;;2;3;;3;;;;;;3;3;;;;;3;;;;;;;;;;;;;;;;;;;;
569;2003341;realizar muestreo-analisis fsco-qco oltc;9;9;9;;9;8;;;;;9;9;9;2;2;;;;3;;;9;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;
570;809582;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;9;;;;2;3;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
571;2003341;realizar muestreo-analisis fsco-qco oltc;9;9;9;;9;8;;;;;9;9;9;2;2;9;;;;;;9;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;
572;200786;realizar muestreo-analisis fsco-qco oltc;2;2;2;;;;;;;;3;3;;3;3;9;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
573;808997;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;9;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
574;810449;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;2;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
575;810449;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;2;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
576;810449;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;2;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
577;810449;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;2;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
578;808997;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;9;;;2;2;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
579;202280;realizar muestreo-analisis fsco-qco oltc;;;;;;2;;;;;2;;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
580;809365;otro;;;;;;9;;;;;2;2;;;2;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
581;202658;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;2;2;;;3;9;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
582;103447;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;2;3;;;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
583;807717;realizar muestreo-analisis fsco-qco oltc;3;;3;;;9;;;;;9;;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
584;200786;otro;2;2;2;;;;;;;;;;;3;3;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
585;400039;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;2;;2;3;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
586;116135;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;3;2;9;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
587;202658;otro;;;;;;;;;;;;;;;2;9;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
588;202658;hacer seguimiento generacion anormal de gases;;;;;;;;;;;;;;;2;9;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
589;116136;realizar muestreo-analisis fsco-qco oltc;3;;3;;;;;;;;;;;2;3;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
590;809365;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;2;2;;2;2;;;;3;;;3;3;;;;;;3;3;;;;;;;;;;;;;;;;;;;;;;;;
591;2003341;otro;7;7;7;;7;8;;;;;8;;;2;2;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
592;111973;otro;;;;;;;;;;8;8;;;8;8;8;8;;8;8;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
593;111973;otro;;;;;;;;;;8;8;;;8;8;8;8;;8;8;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
594;111973;otro;;;;;;;;;;8;8;;;8;8;8;8;;8;8;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
595;112113;otro;;;;;;;;;;;;;;8;5;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
596;202719;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
597;111078;realizar secado oltc;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
598;133031;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;2;5;9;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
599;112119;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;
600;112119;realizar secado oltc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;
601;807833;realizar muestreo-analisis fsco-qco oltc;;;;;;9;;;;;9;;;;5;9;;;8;;;2;2;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;
602;100008;realizar secado oltc;;;;;;;;;;;;;;8;5;9;;;;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
603;136773;realizar secado oltc;;;;;;2;;;;;2;;;;5;9;;;;;;3;;;;;2;3;1;;;;;2;;;;;;;;;;;;;;;;;;;;
604;300091;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;8;5;;;;8;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
605;301716;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;5;;;;8;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
606;109355;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;2;2;;;8;3;3;3;;3;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
607;115057;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;3;3;;;;9;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
608;115058;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;5;;;;9;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
609;807833;otro;;;;;;9;;;;;9;;;;3;9;;;3;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;
610;201204;otro;;;;;;;;;;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
611;136588;realizar secado oltc;;;;;;;;;;;2;2;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
612;136588;otro;;;;;;;;;;;2;2;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
613;111078;otro;;;;;;;;;;9;9;;;8;8;8;8;;8;8;;;;;;;;;2;;;;;2;;;;;;;;;;;;;;;;;;;;
614;2005663;otro;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
615;300390;realizar muestreo-analisis fsco-qco oltc;2;;2;;;;;;;;;;;8;3;3;;;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
616;111569;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;3;3;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
617;136588;realizar secado oltc;3;;;;3;;;;;;2;2;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
618;136588;realizar secado oltc;3;;;;3;2;;;;;2;2;;;3;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
619;2005663;cambiar silica oltc;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
620;136588;realizar secado oltc;;;;;;2;;;;;2;2;;;3;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
621;115058;otro;;;;;;;;;;;;;;;3;;3;;9;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
622;109355;otro;;;;;;;;;;;;;;8;3;3;3;;3;9;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;
623;117273;cambiar silica oltc;;;;;;;;;;;;;;8;2;9;2;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
624;115057;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;3;5;;;;9;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
625;136773;realizar muestreo-analisis fsco-qco oltc;;;;;;;;;;;;;;;;;;;;;;3;3;;;;;;1;3;;;;;;;;;;;;;;;;;;;;;;;;
