Equipo;Posición medida;Valor medido;Fecha;Texto;Texto Ampliado
807832;EQUIPO TOTAL;3,00;26/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /9-OIL.TAP/ /3-INSP= 3-CUB/
807833;EQUIPO TOTAL;2,00;26/05/2021;2-ACEITE CUBA: CONDICIÓN DIELÉCTRICA. /2;2-ACEITE CUBA: CONDICIÓN DIELÉCTRICA. /2-OIL= DIEL.PF/ /9-OIL.TAP/
810450;EQUIPO TOTAL;2,00;26/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /2-INSP=9-ENF/ 2-M.OLTC/2-CUB/2-BUJ/3-P.CUB/
810451;EQUIPO TOTAL;2,00;26/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /2-INSP=9-ENF/ 3-CUB/2-BUJ/3-P.CUB/
2005481;EQUIPO TOTAL;5,00;26/05/2021;;
2005482;EQUIPO TOTAL;3,00;26/05/2021;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /3-OIL.TAP=DIAG
2008328;EQUIPO TOTAL;3,00;26/05/2021;3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN;3-CONDICIÓN DIELÉCTRICA OLTC:DESVIACIÓN ÚLTIMO RESULTADO RESPECTO A LA MEDIA. 3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-OIL.TAP= DELTA/ /3-INSP= 3-CUB/
2008329;EQUIPO TOTAL;5,00;26/05/2021;;
2008330;EQUIPO TOTAL;5,00;26/05/2021;;
201582;EQUIPO TOTAL;5,00;26/05/2021;;
201607;EQUIPO TOTAL;3,00;26/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
2005480;EQUIPO TOTAL;3,00;26/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. /3-INSP=3-ENF/
2008327;EQUIPO TOTAL;5,00;26/05/2021;;
201585;EQUIPO TOTAL;5,00;26/05/2021;;
2012398;EQUIPO TOTAL;3,00;25/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/8-GAB/8-BUJ/;
2012399;EQUIPO TOTAL;5,00;25/05/2021;/9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/;
2014342;EQUIPO TOTAL;5,00;25/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
2014343;EQUIPO TOTAL;5,00;25/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
2014344;EQUIPO TOTAL;5,00;25/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
2014345;EQUIPO TOTAL;5,00;25/05/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIE//9-HUM//9-OIL.CORR/ /5-INSP= 8-GAB/8-BUJ/
2003456;EQUIPO TOTAL;5,00;25/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
2010240;EQUIPO TOTAL;2,00;25/05/2021;/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-B;/9-OIL.CORR/ /2-INSP= 2-PRO-M/ 8-GAB/8-BUJ/
2005217;EQUIPO TOTAL;5,00;25/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
2005218;EQUIPO TOTAL;5,00;25/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
2005216;EQUIPO TOTAL;5,00;25/05/2021;/9-OIL.CORR/ /5-INSP= 9-GAB/8-BUJ/;
2005215;EQUIPO TOTAL;3,00;25/05/2021;/9-OIL.CORR/ /3-INSP= 3-CUB/9-GAB/8-BUJ/;
111566;REACTOR TOTAL;2,00;25/05/2021;/2-INSP=2-ENF/ 9-GAB/8-BUJ/;
111567;REACTOR TOTAL;5,00;25/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111568;REACTOR TOTAL;5,00;25/05/2021;/5-INSP= 9-GAB/8-BUJ/;
111690;REACTOR TOTAL;5,00;25/05/2021;/5-INSP= 9-GAB/8-BUJ/;
2004555;EQUIPO TOTAL;3,00;24/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-PRO-M/ 3-CUB/
809365;EQUIPO TOTAL;1,00;23/05/2021;1-DGA: CONDICIÓN DIELÉCTRICA. 2-INSPECCI;1-DGA: CONDICIÓN DIELÉCTRICA. 2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /1-OIL= DIEL.PF/ /9-OIL.TAP/ /2-INSP= 2 -M.OLTC/3-CUB/2-BUJ/
809372;EQUIPO TOTAL;2,00;23/05/2021;2-INSPECCIONES OPERATIVAS: MANDO Y FILTR;2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /9-OIL.TAP/ /2-INSP= 2-M.OLTC/3-CUB/
111434;EQUIPO TOTAL;3,00;21/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
131248;EQUIPO TOTAL;3,00;21/05/2021;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PR;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PRO-M/
132380;EQUIPO TOTAL;5,00;21/05/2021;;
132381;EQUIPO TOTAL;5,00;21/05/2021;;
132574;EQUIPO TOTAL;3,00;21/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
808779;EQUIPO TOTAL;2,00;21/05/2021;2-ACEITE CUBA: CONDICIÓN DIELÉCTRICA. /2;2-ACEITE CUBA: CONDICIÓN DIELÉCTRICA. /2-OIL= DIEL/ /9-OIL.TAP/
2006014;EQUIPO TOTAL;2,00;21/05/2021;2-INSPECCIONES OPERATIVAS: MANDO Y FILTR;2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. 7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /2-INSP= 2-M.OLTC/3-CUB/2-BUJ/
2008031;EQUIPO TOTAL;5,00;21/05/2021;/5-INSP= 8-P.CUB/;
2012294;TRANSFORMADOR TOTAL;5,00;21/05/2021;/8-OIL=9-FQ/8-DIE//9-HUM//8-HUM_PAP//9-O;/8-OIL=9-FQ/8-DIE//9-HUM//8-HUM_PAP//9-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
2012295;TRANSFORMADOR TOTAL;5,00;21/05/2021;/8-OIL=9-FQ/8-DIE//9-HUM//8-HUM_PAP//9-O;/8-OIL=9-FQ/8-DIE//9-HUM//8-HUM_PAP//9-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
201446;EQUIPO TOTAL;3,00;21/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
204125;AUTOTRAFO TOTAL;3,00;19/05/2021;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONE;3-DGA:FALLA TÉRMICA PAPEL. 3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. 3-DGA= T-PAP(S)//8-OIL= 8-DIE/ /8-HUM_PAP/ /3-INSP= 3-PRO-M/ 8 -CUB/8-BUJ/8-P.CUB/
810050;EQUIPO TOTAL;3,00;19/05/2021;3-ACEITE CUBA:CONDICIÓN DIELÉCTRICA. /3-;3-ACEITE CUBA:CONDICIÓN DIELÉCTRICA. /3-OIL= DIEL/ /9-OIL.TAP/
2003341;EQUIPO TOTAL;5,00;19/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL.TAP/
200733;EQUIPO TOTAL;3,00;19/05/2021;3-HUMEDAD EN PAPEL: /3-HUM_PAP= NO.EQ/;
202289;EQUIPO TOTAL;3,00;18/05/2021;3-CONDICIÓN DIELÉCTRICA OLTC: 3-HUMEDAD;3-CONDICIÓN DIELÉCTRICA OLTC: 3-HUMEDAD EN PAPEL: /3-HUM_PAP= NO.EQ//3-OIL.TAP= DELTA-C/
810049;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/;
2014354;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2014356;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2014358;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2014362;EQUIPO TOTAL;5,00;18/05/2021;/5-INSP= 8-BUJ/;
2014364;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2014366;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2014360;EQUIPO TOTAL;5,00;18/05/2021;/9-OIL.TAP/ /5-INSP= 8-BUJ/;
2013033;REACTOR TOTAL;5,00;18/05/2021;- D:57.1428571429%;
115058;EQUIPO TOTAL;3,00;14/05/2021;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PR;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PRO-M/
2003568;EQUIPO TOTAL;5,00;14/05/2021;/5-INSP= 8-BUJ/;
2003795;EQUIPO TOTAL;5,00;14/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/;
808387;EQUIPO TOTAL;3,00;12/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /9-OIL.TAP/ /3-INSP= 9-PRO-M/ 3-CUB/
2010223;EQUIPO TOTAL;5,00;11/05/2021;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.C;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.CUB/
2010224;EQUIPO TOTAL;5,00;11/05/2021;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.C;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.CUB/
2010226;EQUIPO TOTAL;5,00;11/05/2021;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.C;/5-INSP=9-ENF/9-PRO-M/ 9-CUB/9-BUJ/9-P.CUB/
200000;EQUIPO TOTAL;5,00;10/05/2021;;
830296;TRANSFORMADOR TOTAL;5,00;10/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
2010225;EQUIPO TOTAL;2,00;10/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /2-INSP=9-ENF/2-PRO-M/ 9-CUB/9-BUJ/9-P.CUB/
202717;EQUIPO TOTAL;5,00;10/05/2021;/5-INSP= 9-P.CUB/;
202718;EQUIPO TOTAL;5,00;10/05/2021;/5-INSP= 9-P.CUB/;
202719;EQUIPO TOTAL;3,00;10/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/ 9-P.CUB/
123165;EQUIPO TOTAL;5,00;08/05/2021;;
123167;EQUIPO TOTAL;5,00;08/05/2021;;
810057;EQUIPO TOTAL;2,00;07/05/2021;2-DGA: FALLA TÉRMICA PAPEL.FALLA TÉRMICA;2-DGA: FALLA TÉRMICA PAPEL.FALLA TÉRMICA ACEITE. 2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. 2-DGA=T-ACE(D)/T-PAP (S)/ /9-OIL.TAP/ /2-INSP= 2-M.OLTC/3-CUB/
811531;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /9-OIL.TAP/ /3-INSP= 3-CUB/ 3-P.CUB/
2000256;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /9-OIL.TAP/ /3-INSP= 3-CUB/ 3-P.CUB/
139690;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/8-BUJ/
140716;EQUIPO TOTAL;5,00;07/05/2021;/5-INSP= 8-BUJ/;
140717;EQUIPO TOTAL;5,00;07/05/2021;/5-INSP= 8-BUJ/;
140811;EQUIPO TOTAL;5,00;07/05/2021;/9-OIL.TAP/ /5-INSP=9-ENF/8-PRO-M/ 9-CUB;/9-OIL.TAP/ /5-INSP=9-ENF/8-PRO-M/ 9-CUB/8-BUJ/9-P.CUB/
200786;EQUIPO TOTAL;2,00;07/05/2021;2-DGA: FALLA TÉRMICA PAPEL.FALLA TÉRMICA;2-DGA: FALLA TÉRMICA PAPEL.FALLA TÉRMICA ACEITE. 3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 3-INSPECCIONES OPERATIVAS:SISTE MA DE ENFRIAMIENTO. CONDICIÓN CUBA. 2-DGA=T-ACE(D)/T-PAP(S)/ /3-OIL.TAP=DIAG /3-INSP=3-ENF/3-PRO-M/ 3-P.CUB/
202007;EQUIPO TOTAL;3,00;07/05/2021;3-HUMEDAD EN PAPEL: /3-HUM_PAP= NO.EQ/;
202377;EQUIPO TOTAL;5,00;07/05/2021;;
808386;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. /9-OIL.TAP/ /3-INSP=3-ENF/
809582;EQUIPO TOTAL;2,00;07/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. 7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL.TAP/ /2-INSP=9-ENF/2-PR O-M/ 3-CUB/ 3-P.CUB/
2004520;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
2004521;EQUIPO TOTAL;3,00;07/05/2021;3-DGA: ARCO ELÉCTRICO. 3-CONDICIÓN DIELÉ;3-DGA: ARCO ELÉCTRICO. 3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. 3-DGA= ARC(I)/  /3-OIL.TAP=DIAG /3-INSP= 3-P.CUB/
2008820;EQUIPO TOTAL;5,00;07/05/2021;;
202376;EQUIPO TOTAL;3,00;07/05/2021;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PR;3-INSPECCIONES OPERATIVAS: /3-INSP= 3-PRO-M/
123373;EQUIPO TOTAL;3,00;06/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
2000407;EQUIPO TOTAL;2,00;05/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. /8-OIL.TAP/ /2-INSP=2-ENF/
2008096;EQUIPO TOTAL;3,00;05/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. 3-HUMEDAD EN PAPEL: /3-HUM_PAP= NO.EQ/ /3-INSP=9-ENF/ 3-CUB/9-BUJ /3-P.CUB/
2008097;EQUIPO TOTAL;3,00;05/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /3-INSP=9-ENF/ 9-BUJ/3-P.CUB/
2008095;EQUIPO TOTAL;3,00;05/05/2021;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENF;3-INSPECCIONES OPERATIVAS:SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /3-INSP=9-ENF/ 3-CUB/9-BUJ/3-P.CUB/
811008;EQUIPO TOTAL;2,00;03/05/2021;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /2-OIL.TAP=DIAG /5-INSP= 8-P.CUB/
2005826;EQUIPO TOTAL;5,00;03/05/2021;;
2005827;EQUIPO TOTAL;5,00;03/05/2021;/5-INSP=8-ENF/;
2005828;EQUIPO TOTAL;5,00;03/05/2021;/5-INSP=8-ENF/8-PRO-M/;
2004636;EQUIPO TOTAL;5,00;02/05/2021;;
2004637;EQUIPO TOTAL;5,00;02/05/2021;;
2004638;EQUIPO TOTAL;3,00;02/05/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
808610;EQUIPO TOTAL;5,00;01/05/2021;/9-OIL.TAP/;
809873;EQUIPO TOTAL;2,00;01/05/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. CONDICIÓN CUBA. /9-OIL.TAP/ /2-INSP=3-ENF/ 2-CUB/
811349;EQUIPO TOTAL;5,00;01/05/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL.TAP/ /5-INSP=9-ENF/
200597;EQUIPO TOTAL;2,00;30/04/2021;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;2-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-ACEITE CUBA: CONDICIÓN DIELÉCTRICA. 2-INSPECCIONES OPERATIVAS: 3-HUMEDAD EN PA PEL: VERIFICADA CON WATER HEAT RUN TEST. /2-OIL= DIEL.PF/ /3-HUM_PAP= NO.EQ/WHRT//2-OIL.TAP=DIAG /2-INSP= 2-PRO-M/
201204;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
201207;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
201232;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/
201235;EQUIPO TOTAL;5,00;30/04/2021;/5-INSP=9-ENF/;
201238;EQUIPO TOTAL;5,00;30/04/2021;;
201263;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
201266;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/ 3-P.CUB/
201269;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-PRO-M/ 3-CUB/
201871;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
201872;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
201873;EQUIPO TOTAL;3,00;30/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-CUB/ 3-P.CUB/
201201;EQUIPO TOTAL;5,00;30/04/2021;;
200646;EQUIPO TOTAL;5,00;29/04/2021;/5-INSP= 9-P.CUB/;
119233;EQUIPO TOTAL;5,00;28/04/2021;/9-OIL.TAP/;
119234;EQUIPO TOTAL;5,00;28/04/2021;/9-OIL.TAP/;
120810;EQUIPO TOTAL;5,00;28/04/2021;/9-OIL.TAP/;
202494;EQUIPO TOTAL;2,00;28/04/2021;2-DGA: FALLA TÉRMICA ACEITE. 2-DGA=T-ACE;2-DGA: FALLA TÉRMICA ACEITE. 2-DGA=T-ACE(D)/ /9-OIL.TAP/
119232;EQUIPO TOTAL;5,00;28/04/2021;/9-OIL.TAP/;
201447;EQUIPO TOTAL;2,00;28/04/2021;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /2-INSP= 2-PRO-M/ 3-CUB/
2004556;EQUIPO TOTAL;5,00;28/04/2021;;
2005670;EQUIPO TOTAL;2,00;28/04/2021;2-INSPECCIONES OPERATIVAS: SISTEMA DE EN;2-INSPECCIONES OPERATIVAS: SISTEMA DE ENFRIAMIENTO. /2-INSP=2-ENF/
2005671;EQUIPO TOTAL;3,00;28/04/2021;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. /3-OIL.TAP=DIAG
2008032;EQUIPO TOTAL;5,00;28/04/2021;/5-INSP= 8-P.CUB/;
2008033;EQUIPO TOTAL;5,00;28/04/2021;/5-INSP= 8-P.CUB/;
2008034;EQUIPO TOTAL;5,00;28/04/2021;/5-INSP= 8-P.CUB/;
201445;EQUIPO TOTAL;2,00;28/04/2021;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;2-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /2-INSP= 2-PRO-M/ 2-CUB/
121768;EQUIPO TOTAL;5,00;28/04/2021;/5-INSP= 9-P.CUB/;
301908;EQUIPO TOTAL;5,00;27/04/2021;/9-OIL.TAP/;
141063;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141066;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141069;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141072;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141075;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141078;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141081;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
141084;CONTROL-MEDIDA TOTAL;9,00;26/04/2021;. . . . . . . . . . . .;
202278;EQUIPO TOTAL;3,00;25/04/2021;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA;3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 3-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /3-OIL.TAP=DIAG / 3-INSP= 3-M.OLTC/ 3-P.CUB/
202279;EQUIPO TOTAL;1,00;25/04/2021;1-DGA: ARCO ELÉCTRICO. 3-CONDICIÓN DIELÉ;1-DGA: ARCO ELÉCTRICO. 3-CONDICIÓN DIELÉCTRICA OLTC: PRESENCIA DE HUMEDAD. 2-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. 1-DGA= ARC(C)/ /3-OIL.TAP=DIAG /2-INSP= 2-M.OLTC/ 3-P.CUB/
202280;EQUIPO TOTAL;3,00;25/04/2021;3-INSPECCIONES OPERATIVAS: MANDO Y FILTR;3-INSPECCIONES OPERATIVAS: MANDO Y FILTRO OLTC.CONDICIÓN CUBA. /3-INSP= 3-M.OLTC/ 3-P.CUB/
818943;TRANSFORMADOR TOTAL;5,00;23/04/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /9-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
202658;EQUIPO TOTAL;3,00;23/04/2021;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUB;3-INSPECCIONES OPERATIVAS: CONDICIÓN CUBA. /3-INSP= 3-P.CUB/
2008857;EQUIPO TOTAL;5,00;23/04/2021;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL;7-DGA=7-T.ACE/7-T.PAP/7-PD/7-ARC/ /8-OIL.TAP/ /5-INSP=8-ENF/8-PRO-M/ 8-CUB/8-BUJ/8-P.CUB/
202375;EQUIPO TOTAL;5,00;23/04/2021;;
2013775;EQUIPO TOTAL;5,00;20/04/2021;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=;9-DGA=9-T.ACE/9-T.PAP/9-PD/9-ARC//9-OIL=9-FQ/9-DIEL//9-HUM//9-HUM_PAP//9-OIL.TAP/ /5-INSP=9-ENF/8-PRO-M/ 9-CUB/9-BUJ/9-P.CUB/
